Boro-Block-Lot,Address,Neighborhood,Building Classification,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Report Year
4-03322-7501,118-82 METROPOLITAN AVENU,KEW GARDENS,R4-ELEVATOR,41,2002,35180,999112,349689,649423,5194996,2017
4-03322-7501,118-82 METROPOLITAN AVENUE,KEW GARDENS,R4  -ELEVATOR,41,2002,35180,1014943,351800,663143,5337998,2018
4-03322-7501,118-82 METROPOLITAN AVENUE,KEW GARDENS,R4  -ELEVATOR,41,2002,35180,1070527,353207,717320,5825993,2019
4-03456-7501,714 SENECA AVENUE,RIDGEWOOD,R4-CONDOMINIUM,17,2002,12607,331889,112612,219277,1667999,2014
4-03456-7501,714 SENECA AVENUE,RIDGEWOOD,R4-CONDOMINIUM,17,2002,12607,351231,106781,244450,1908001,2015
4-03456-7501,714 SENECA AVENUE,RIDGEWOOD,R4-ELEVATOR,17,2002,12607,357030,110311,246719,1974000,2016
4-03456-7501,714 SENECA AVENUE,RIDGEWOOD,R4-ELEVATOR,17,2002,12607,371654,127079,244575,1956001,2017
4-03456-7501,714 SENECA AVENUE,RIDGEWOOD,R4  -ELEVATOR,17,2002,12607,363334,94805,268529,2161000,2018
4-03456-7501,714 SENECA AVENUE,RIDGEWOOD,R4  -ELEVATOR,17,2002,12607,387791,103756,284035,2307001,2019
4-04044-7501,14 110 STREET,COLLEGE POINT,R4-CONDOMINIUM,33,2002,30185,613057,208439,404618,2946991,2012
4-04044-7501,14 110 STREET,COLLEGE POINT,R4-ELEVATOR,33,2002,30185,611850,202843,409007,3001005,2013
4-04044-7501,14-34 110 STREET,COLLEGE POINT,R4-ELEVATOR,33,2002,30185,651694,198315,453379,3554000,2016
4-04044-7501,14-34 110 STREET,COLLEGE POINT,R4-ELEVATOR,33,2002,30185,700594,245404,455190,3647992,2017
4-04044-7501,14-34 110 STREET,COLLEGE POINT,R4  -ELEVATOR,33,2002,31922,758148,231754,526394,4253993,2018
4-04044-7501,14-34 110 STREET,COLLEGE POINT,R4  -ELEVATOR,33,2002,31922,795815,214197,581618,4644001,2019
4-04952-7501,32 LINDEN PLACE,FLUSHING-NORTH,R2-CONDOMINIUM,18,2002,16915,333056,121450,211606,1523001,2012
4-04952-7501,32 LINDEN PLACE,FLUSHING-NORTH,R2-WALK-UP,18,2002,16915,335255,119758,215497,1566001,2013
4-04952-7501,32-05 LINDEN PLACE,FLUSHING-NORTH,R2-CONDOMINIUM,18,2002,16915,430994,242054,188940,1461003,2015
4-04952-7501,32-05 LINDEN PLACE,FLUSHING-NORTH,R2-WALK-UP,18,2002,16915,318848,111639,207209,1573003,2016
4-04952-7501,32-05 LINDEN PLACE,FLUSHING-NORTH,R2-WALK-UP,18,2002,16915,414925,175409,239516,1916004,2017
4-04952-7501,32-05 LINDEN PLACE,FLUSHING-NORTH,R2  -WALK-UP,18,2002,16915,415263,175747,239516,1928004,2018
4-04952-7501,32-05 LINDEN PLACE,FLUSHING-NORTH,R2  -WALK-UP,18,2002,16915,446725,187587,259138,2077998,2019
4-05024-7504,38 147 STREET,FLUSHING-NORTH,R4-CONDOMINIUM,32,2002,22936,421105,129130,291975,2069002,2012
4-05024-7504,38 147 STREET,FLUSHING-NORTH,R4-ELEVATOR,32,2002,22936,421105,132341,288764,2063998,2013
4-05024-7504,38-22 147 STREET,FLUSHING-NORTH,R4-CONDOMINIUM,32,2002,22936,372658,127552,245106,1698000,2014
4-05024-7504,38-22 147 STREET,FLUSHING-NORTH,R4-ELEVATOR,32,2002,22936,483950,183947,300003,2345001,2017
4-05024-7504,38-22 147 STREET,FLUSHING-NORTH,R4  -ELEVATOR,32,2002,22936,502757,147249,355508,2836001,2018
4-05024-7504,38-22 147 STREET,FLUSHING-NORTH,R4  -ELEVATOR,32,2002,22936,560326,205507,354819,2813003,2019
4-05039-7502,41 COLLEGE POINT BOULEVAR,FLUSHING-NORTH,R4-CONDOMINIUM,47,2002,41800,848958,297135,551823,3998997,2012
4-05039-7502,41 COLLEGE POINT BOULEVAR,FLUSHING-NORTH,R4-ELEVATOR,47,2002,41800,848540,293436,555104,4054000,2013
4-05039-7502,41-05 COLLEGE POINT BOULE,FLUSHING-NORTH,R4-CONDOMINIUM,47,2002,41800,830401,280788,549613,4003003,2014
4-05039-7502,41-05 COLLEGE POINT BOULE,FLUSHING-NORTH,R4-CONDOMINIUM,47,2002,41800,855228,319352,535876,4015003,2015
4-05039-7502,41-05 COLLEGE POINT BOULE,FLUSHING-NORTH,R4-ELEVATOR,47,2002,41800,970178,384142,586036,4673005,2017
4-05039-7502,41-05 COLLEGE POINT BOULEVARD,FLUSHING-NORTH,R4  -ELEVATOR,47,2002,41800,974358,365750,608608,4899004,2018
4-05039-7502,41-05 COLLEGE POINT BOULEVARD,FLUSHING-NORTH,R4  -ELEVATOR,47,2002,41800,1056286,367840,688446,5484003,2019
1-00016-7513,25 BATTERY PLACE,TRIBECA,R4-CONDOMINIUM,117,2003,267723,11798553,3185904,8612649,65025999,2012
1-00016-7513,25 BATTERY PLACE,TRIBECA,R4-ELEVATOR,117,2003,267723,11857452,3140391,8717061,66369999,2013
1-00016-7513,25 BATTERY PLACE,TRIBECA,R4-CONDOMINIUM,117,2003,267723,12459828,2141784,10318044,78673999,2014
1-00016-7513,25 BATTERY PLACE,TRIBECA,R4-CONDOMINIUM,117,2003,267723,13560170,2345253,11214917,89738998,2015
1-00016-7513,25 BATTERY PLACE,TRIBECA,R4-ELEVATOR,117,2003,267723,15003197,3777572,11225625,89826992,2016
1-00016-7513,25 BATTERY PLACE,TRIBECA,R4-ELEVATOR,117,2003,267723,15038001,5113509,9924492,79395001,2017
1-00076-7502,99 JOHN STREET,FINANCIAL,R4-CONDOMINIUM,441,2003,348157,14288363,4247515,10040848,75808993,2012
1-00076-7502,99 JOHN STREET,FINANCIAL,R4-ELEVATOR,439,2003,348157,12787807,2694735,10093072,76859016,2013
1-00076-7502,99 JOHN STREET,FINANCIAL,R4-CONDOMINIUM,439,2003,348157,13612939,3244823,10368116,79054984,2014
1-00076-7502,99 JOHN STREET,FINANCIAL,R4-CONDOMINIUM,438,2003,348157,14674818,3920248,10754570,85925976,2015
1-00076-7502,99 JOHN STREET,FINANCIAL,R4-ELEVATOR,438,2003,348157,16213671,4922940,11290731,90353979,2016
1-00076-7502,99 JOHN STREET,FINANCIAL,R4-ELEVATOR,438,2003,348157,16164930,5365099,10799831,86392008,2017
1-00076-7502,99 JOHN STREET,FINANCIAL,R4  -ELEVATOR,438,2003,348252,17527523,4715332,12812191,103125024,2018
1-00206-7501,123 BAXTER STREET,CHINATOWN,R4-CONDOMINIUM,23,2003,46545,1680275,487326,1192949,9006997,2012
1-00206-7501,123 BAXTER STREET,CHINATOWN,R4-ELEVATOR,23,2003,46545,1686791,483603,1203188,9164003,2013
1-00206-7501,123 BAXTER STREET,CHINATOWN,R4-CONDOMINIUM,23,2003,46545,1656568,492280,1164288,8878002,2014
1-00206-7501,123 BAXTER STREET,CHINATOWN,R4-CONDOMINIUM,23,2003,46545,1597890,276012,1321878,10487000,2015
1-00206-7501,123 BAXTER STREET,CHINATOWN,R4-ELEVATOR,23,2003,46545,2074045,598569,1475476,11807003,2016
1-00206-7501,123 BAXTER STREET,CHINATOWN,R4-ELEVATOR,23,2003,46545,1938134,464054,1474080,11791998,2017
1-00228-7501,3 WOOSTER STREET,SOHO,R4-CONDOMINIUM,11,2003,25300,913330,264891,648439,4895999,2012
1-00228-7501,3 WOOSTER STREET,SOHO,R4-ELEVATOR,11,2003,25300,937365,261602,675763,5146000,2013
1-00228-7501,3 WOOSTER STREET,SOHO,R4-CONDOMINIUM,11,2003,25300,930534,264132,666402,5081001,2014
1-00228-7501,3 WOOSTER STREET,SOHO,R4-CONDOMINIUM,11,2003,25300,956087,299299,656788,5230000,2015
1-00228-7501,3 WOOSTER STREET,SOHO,R4-ELEVATOR,11,2003,25300,1159752,349646,810106,6482000,2016
1-00228-7501,3 WOOSTER STREET,SOHO,R4-ELEVATOR,11,2003,25300,1205545,411125,794420,6355001,2017
1-00228-7501,3 WOOSTER STREET,SOHO,R4  -ELEVATOR,11,2003,25300,1087394,289685,797709,6420999,2018
1-00228-7501,3 WOOSTER STREET,SOHO,R4  -ELEVATOR,11,2003,25300,1184293,318527,865766,7030997,2019
1-00309-7501,48 ORCHARD STREET,LOWER EAST SIDE,R4-CONDOMINIUM,25,2003,39027,1408875,408613,1000262,7552001,2012
1-00309-7501,48 ORCHARD STREET,LOWER EAST SIDE,R4-ELEVATOR,25,2003,39027,1481855,494472,987383,7519000,2013
1-00309-7501,48 ORCHARD STREET,LOWER EAST SIDE,R4-CONDOMINIUM,26,2003,39027,1603604,543369,1060235,8083999,2014
1-00309-7501,48 ORCHARD STREET,LOWER EAST SIDE,R4-CONDOMINIUM,26,2003,39027,1296867,261091,1035776,8201001,2015
1-00309-7501,48 ORCHARD STREET,LOWER EAST SIDE,R4-ELEVATOR,26,2003,39027,1657867,559647,1098220,8788000,2016
1-00309-7501,48 ORCHARD STREET,LOWER EAST SIDE,R4-ELEVATOR,26,2003,39027,1796803,634969,1161834,9294000,2017
1-00309-7501,48 ORCHARD STREET,LOWER EAST SIDE,R4  -ELEVATOR,26,2003,39027,1737092,421492,1315600,10588999,2018
1-00309-7501,48 ORCHARD STREET,LOWER EAST SIDE,R4  -ELEVATOR,26,2003,39027,2080529,448420,1632109,13254998,2019
1-00416-7502,62 RIVINGTON STREET,LOWER EAST SIDE,R4-CONDOMINIUM,12,2003,8664,197626,83261,114365,847000,2012
1-00416-7502,62 RIVINGTON STREET,LOWER EAST SIDE,R4-ELEVATOR,12,2003,8664,204817,80662,124155,933000,2013
1-00416-7502,62 RIVINGTON STREET,LOWER EAST SIDE,R4-CONDOMINIUM,12,2003,8664,209421,87410,122011,920999,2014
1-00416-7502,62 RIVINGTON STREET,LOWER EAST SIDE,R4-CONDOMINIUM,12,2003,8664,221019,100762,120257,930002,2015
1-00416-7502,62 RIVINGTON STREET,LOWER EAST SIDE,R4-ELEVATOR,12,2003,8664,232628,100329,132299,1059001,2016
1-00416-7502,62 RIVINGTON STREET,LOWER EAST SIDE,R4-ELEVATOR,12,2003,8664,267544,116358,151186,1208999,2017
1-00416-7502,62 RIVINGTON STREET,LOWER EAST SIDE,R4  -ELEVATOR,12,2003,8664,294749,112805,181944,1450001,2018
1-00416-7502,62 RIVINGTON STREET,LOWER EAST SIDE,R4  -ELEVATOR,12,2003,8664,350026,125368,224658,1825000,2019
1-00427-7504,229 CHRYSTIE STREET,LOWER EAST SIDE,RR-CONDOMINIUM,361,2003,373967,13156159,4274443,8881716,69135000,2012
1-00427-7504,229 CHRYSTIE STREET,LOWER EAST SIDE,RR-CONDOMINIUM,361,2003,373967,15590684,3881777,11708907,89279000,2014
1-00427-7504,229 CHRYSTIE STREET,LOWER EAST SIDE,RR-CONRENT,361,2003,373967,16420891,4510042,11910849,95296000,2016
1-00513-7503,19 WEST HOUSTON STREET,SOHO,R4-CONDOMINIUM,32,2003,56800,1915296,695800,1219496,9207002,2012
1-00513-7503,19 WEST HOUSTON STREET,SOHO,R4-ELEVATOR,32,2003,56800,1980048,692960,1287088,9799002,2013
1-00513-7503,19 WEST HOUSTON STREET,SOHO,R4-CONDOMINIUM,32,2003,56800,2236784,717384,1519400,12121002,2015
1-00513-7503,19 WEST HOUSTON STREET,SOHO,R4-ELEVATOR,32,2003,56800,2579288,989456,1589832,12722003,2016
1-00513-7503,19 WEST HOUSTON STREET,SOHO,R4-ELEVATOR,32,2003,56800,2477616,669104,1808512,14468004,2017
1-00514-7505,160 WOOSTER STREET,SOHO,R4-CONDOMINIUM,15,2003,41314,1227852,417685,810167,6117003,2012
1-00514-7505,160 WOOSTER STREET,SOHO,R4-ELEVATOR,15,2003,41314,1235702,418098,817604,6227001,2013
1-00514-7505,160 WOOSTER STREET,SOHO,R4-CONDOMINIUM,15,2003,41314,1154724,425256,729468,5562002,2014
1-00514-7505,160 WOOSTER STREET,SOHO,R4-CONDOMINIUM,15,2003,41314,1068380,271433,796947,6174002,2015
1-00514-7505,160 WOOSTER STREET,SOHO,R4-ELEVATOR,15,2003,41314,1479454,527993,951461,7614002,2016
1-00514-7505,160 WOOSTER STREET,SOHO,R4-ELEVATOR,15,2003,41314,1488543,395375,1093168,8746002,2017
1-00594-7503,505 GREENWICH STREET,SOHO,R4-CONDOMINIUM,104,2003,196695,8377240,2120372,6256868,47239003,2012
1-00594-7503,505 GREENWICH STREET,SOHO,R4-ELEVATOR,104,2003,196695,8422480,2098736,6323744,48153996,2013
1-00594-7503,505 GREENWICH STREET,SOHO,R4-CONDOMINIUM,104,2003,196695,8949623,2297398,6652225,50721996,2014
1-00594-7503,505 GREENWICH STREET,SOHO,R4-CONDOMINIUM,104,2003,196695,9787543,2431150,7356393,58887998,2015
1-00594-7503,505 GREENWICH STREET,SOHO,R4-ELEVATOR,104,2003,196695,10702175,3056640,7645535,61179004,2016
1-00594-7503,505 GREENWICH STREET,SOHO,R4-ELEVATOR,104,2003,196695,10544819,2822573,7722246,61773004,2017
1-00594-7503,505 GREENWICH STREET,SOHO,R4  -ELEVATOR,104,2003,196695,10208471,1636502,8571969,68994993,2018
1-00797-7505,146 WEST 22 STREET,CHELSEA,R4-CONDOMINIUM,13,2003,37035,1284374,304428,979946,7399000,2012
1-00797-7505,146 WEST 22 STREET,CHELSEA,R4-ELEVATOR,13,2003,37035,1246598,307761,938837,7149002,2013
1-00797-7505,146 WEST 22 STREET,CHELSEA,R4-CONDOMINIUM,13,2003,37035,1552878,510342,1042536,8330000,2015
1-00797-7505,146 WEST 22 STREET,CHELSEA,R4-ELEVATOR,13,2003,37035,1679167,505157,1174010,9394002,2016
1-00797-7505,146 WEST 22 STREET,CHELSEA,R4-ELEVATOR,13,2003,37035,1637317,442198,1195119,9560003,2017
1-00797-7505,146 WEST 22 STREET,CHELSEA,R4  -ELEVATOR,13,2003,37035,1729535,317760,1411775,11362999,2018
1-00797-7505,146 WEST 22 STREET,CHELSEA,R4  -ELEVATOR,13,2003,37035,1804716,406274,1398442,11356999,2019
1-00868-7503,425 5 AVENUE,MURRAY HILL,R4-CONDOMINIUM,172,2003,162488,6860243,2393448,4466795,33724002,2012
1-00868-7503,425 5 AVENUE,MURRAY HILL,R4-ELEVATOR,172,2003,162488,6952862,2289456,4663406,35503995,2013
1-00868-7503,425 5 AVENUE,MURRAY HILL,R4-CONDOMINIUM,172,2003,162488,7557317,2408072,5149245,39261997,2014
1-00868-7503,425 5 AVENUE,MURRAY HILL,R4-ELEVATOR,172,2003,162488,8597240,3318005,5279235,42246989,2016
1-00868-7503,425 5 AVENUE,MURRAY HILL,R4-ELEVATOR,172,2003,162488,7544318,1865362,5678956,45427998,2017
1-00868-7503,425 5 AVENUE,MURRAY HILL,R4  -ELEVATOR,172,2003,162488,8543619,2466568,6077051,48913994,2018
1-01025-7502,890 8 AVENUE,MIDTOWN WEST,RR-CONRENTAL,304,2003,268626,13227144,2312870,10914274,83112000,2013
1-01025-7502,890 8 AVENUE,MIDTOWN WEST,RR-CONDOMINIUM,304,2003,268626,13831553,2691633,11139920,84940000,2014
1-01025-7502,890 8 AVENUE,MIDTOWN WEST,RR-CONDOMINIUM,90,2003,73690,4276231,1422954,2853277,22795000,2015
1-01025-7502,890 8 AVENUE,MIDTOWN WEST,RR-CONDOMINIUM,304,2003,268626,15588367,5060914,10527453,84119000,2015
1-01025-7502,890 8 AVENUE,MIDTOWN WEST,RR-CONRENT,90,2003,73690,4030843,1248309,2782534,22258000,2017
1-01025-7502,890 8 AVENUE,MIDTOWN WEST,RR-CONRENT,304,2003,268626,15448681,4421584,11027097,88210000,2017
1-01025-7502,890 8 AVENUE,MIDTOWN WEST,RR  -CONRENT,90,2003,73690,4037475,1141458,2896017,23310000,2018
1-01025-7502,890 8 AVENUE,MIDTOWN WEST,RR  -CONRENT,304,2003,268626,15591053,2879671,12711382,102313000,2018
1-01075-7501,516 WEST 47 STREET,CLINTON,R4-CONDOMINIUM,151,2003,116904,3877706,1347903,2529803,19099989,2012
1-01075-7501,516 WEST 47 STREET,CLINTON,R4-ELEVATOR,151,2003,116904,3977074,1340889,2636185,20073002,2013
1-01075-7501,516 WEST 47 STREET,CLINTON,R4-CONDOMINIUM,151,2003,116904,3983127,1448352,2534775,19326991,2014
1-01075-7501,516 WEST 47 STREET,CLINTON,R4-CONDOMINIUM,151,2003,116904,4255306,1591063,2664243,21189010,2015
1-01075-7501,516 WEST 47 STREET,CLINTON,R4-ELEVATOR,151,2003,116904,4726429,1620289,3106140,24855002,2016
1-01075-7501,516 WEST 47 STREET,CLINTON,R4-ELEVATOR,151,2003,116904,4998815,1963987,3034828,24277009,2017
1-01075-7501,516 WEST 47 STREET,CLINTON,R4  -ELEVATOR,151,2003,116904,5335499,2078553,3256946,26214993,2018
1-01075-7501,516 WEST 47 STREET,CLINTON,R4  -ELEVATOR,151,2003,116904,5347189,1900859,3446330,27989000,2019
1-01290-7501,60 EAST 55 STREET,MIDTOWN CBD,R4-CONDOMINIUM,74,2003,115852,4440607,1295225,3145382,23748007,2012
1-01290-7501,60 EAST 55 STREET,MIDTOWN CBD,R4-ELEVATOR,74,2003,115852,4524021,1301018,3223003,24537994,2013
1-01290-7501,60 EAST 55 STREET,MIDTOWN CBD,R4-CONDOMINIUM,74,2003,115852,4988587,1699549,3289038,25077995,2014
1-01290-7501,60 EAST 55 STREET,MIDTOWN CBD,R4-CONDOMINIUM,74,2003,115852,4924869,1452784,3472085,27752001,2015
1-01290-7501,60 EAST 55 STREET,MIDTOWN CBD,R4-ELEVATOR,74,2003,115852,5742784,1946314,3796470,30379002,2016
1-01290-7501,60 EAST 55 STREET,MIDTOWN CBD,R4-ELEVATOR,74,2003,115852,6596613,2369173,4227440,33817005,2017
1-01290-7501,60 EAST 55 STREET,MIDTOWN CBD,R4  -ELEVATOR,74,2003,115852,5731198,1586014,4145184,33364006,2018
1-01347-7501,300 EAST 55 STREET,MIDTOWN EAST,R4-CONDOMINIUM,118,2003,219278,9376327,2850614,6525713,49269017,2012
1-01347-7501,300 EAST 55 STREET,MIDTOWN EAST,R4-ELEVATOR,118,2003,219278,9516665,2857192,6659473,50705992,2013
1-01347-7501,300 EAST 55 STREET,MIDTOWN EAST,R4-CONDOMINIUM,118,2003,219278,9773220,2787023,6986197,53268987,2014
1-01347-7501,300 EAST 55 STREET,MIDTOWN EAST,R4-CONDOMINIUM,118,2003,219278,10472717,3758425,6714292,53727001,2015
1-01347-7501,300 EAST 55 STREET,MIDTOWN EAST,R4-ELEVATOR,118,2003,219278,11316938,3861486,7455452,59657998,2016
1-01347-7501,300 EAST 55 STREET,MIDTOWN EAST,R4-ELEVATOR,118,2003,219278,10380621,2740975,7639646,61111990,2017
1-01347-7501,300 EAST 55 STREET,MIDTOWN EAST,R4  -ELEVATOR,151,2003,219278,11963808,2793602,9170206,73810002,2018
1-01347-7501,300 EAST 55 STREET,MIDTOWN EAST,R4  -ELEVATOR,117,2003,218343,11849475,2622299,9227176,74937774,2019
1-01414-7502,205 EAST 59 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,62,2003,82086,3151282,703477,2447805,18481001,2012
1-01414-7502,205 EAST 59 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,62,2003,82086,3228442,732207,2496235,19009000,2013
1-01414-7502,205 EAST 59 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,62,2003,82086,3647902,1127862,2520040,20150998,2015
1-01414-7502,205 EAST 59 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,62,2003,82086,3810432,1021971,2788461,22313003,2016
1-01414-7502,205 EAST 59 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,62,2003,82086,3965575,1174651,2790924,22326000,2017
1-01414-7502,205 EAST 59 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,62,2003,82086,4031243,1145100,2886143,23230003,2018
1-01463-7501,411 EAST 68 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,1,2003,17326,703089,216748,486341,3672000,2012
1-01463-7501,411 EAST 68 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,1,2003,17326,678659,193012,485647,3698000,2013
1-01463-7501,411 EAST 68 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,1,2003,17326,701703,213630,488073,3721000,2014
1-01519-7501,181 EAST 90 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,94,2003,199437,7512792,1992376,5520416,41679003,2012
1-01519-7501,181 EAST 90 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,94,2003,199437,7010211,1511732,5498479,41870999,2013
1-01519-7501,181 EAST 90 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,94,2003,199437,7674336,2127993,5546343,42290000,2014
1-01519-7501,181 EAST 90 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,94,2003,199437,7855823,2516895,5338928,42594005,2015
1-01519-7501,181 EAST 90 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,94,2003,199437,9259860,3188998,6070862,48579004,2016
1-01519-7501,181 EAST 90 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,94,2003,199437,9786374,3524052,6262322,50095003,2017
1-01519-7501,181 EAST 90 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,94,2003,199437,9040479,2953662,6086817,48992006,2018
1-01599-7501,1400 5 AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,129,2003,163480,3928424,1610278,2318146,17320002,2012
1-01599-7501,1400 5 AVENUE,HARLEM-CENTRAL,R4-ELEVATOR,129,2003,163480,4039591,1621722,2417869,18290000,2013
1-01599-7501,1400 5 AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,129,2003,163480,3804180,1549790,2254390,16893001,2014
1-01599-7501,1400 5 AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,129,2003,163480,4181818,1814628,2367190,18322002,2015
1-01599-7501,1400 5 AVENUE,HARLEM-CENTRAL,R4-ELEVATOR,129,2003,163480,4564362,2023882,2540480,20328994,2016
1-01599-7501,1400 5 AVENUE,HARLEM-CENTRAL,R4-ELEVATOR,129,2003,163480,5620442,2380269,3240173,25918999,2017
1-01599-7501,1400 5 AVENUE,HARLEM-CENTRAL,R4  -ELEVATOR,129,2003,163480,5623712,1755775,3867937,30859996,2018
1-01599-7501,1400 5 AVENUE,HARLEM-CENTRAL,R4  -ELEVATOR,129,2003,163480,6128865,2296894,3831971,31115002,2019
1-01614-7501,1630 MADISON AVENUE,UPPER EAST SIDE (96-110),R4-CONDOMINIUM,11,2003,7742,186505,70839,115666,864998,2012
1-01614-7501,1630 MADISON AVENUE,UPPER EAST SIDE (96-110),R4-ELEVATOR,11,2003,7742,187202,74168,113034,852001,2013
1-01614-7501,1630 MADISON AVENUE,UPPER EAST SIDE (96-110),R4-CONDOMINIUM,11,2003,7742,181472,76336,105136,804000,2015
1-01614-7501,1630 MADISON AVENUE,UPPER EAST SIDE (96-110),R4-ELEVATOR,11,2003,7742,205163,77033,128130,1025000,2016
1-01614-7501,1630 MADISON AVENUE,UPPER EAST SIDE (96-110),R4-ELEVATOR,11,2003,7742,239228,90039,149189,1193000,2017
1-01614-7501,1630 MADISON AVENUE,UPPER EAST SIDE (96-110),R4  -ELEVATOR,11,2003,7742,258041,104285,153756,1225001,2018
1-01614-7501,1630 MADISON AVENUE,UPPER EAST SIDE (96-110),R4  -ELEVATOR,11,2003,7742,283512,105756,177756,1444004,2019
1-01623-7501,1787 MADISON AVENUE,HARLEM-EAST,R9-CONDOMINIUM,152,2003,109646,2109589,865107,1244482,8915000,2012
1-01623-7501,1787 MADISON AVENUE,HARLEM-EAST,R9-CONDOPS,152,2003,109646,2156737,869493,1287244,9341000,2013
1-01623-7501,1787 MADISON AVENUE,HARLEM-EAST,R9-CONDOMINIUM,152,2003,109646,2048187,849757,1198430,8599000,2014
1-01623-7501,1787 MADISON AVENUE,HARLEM-EAST,R9-CONDOMINIUM,152,2003,109646,2202788,1007647,1195141,8922000,2015
1-01623-7501,1787 MADISON AVENUE,HARLEM-EAST,R9-CONDOPS,152,2003,109646,2425370,1074531,1350839,10567000,2016
1-01623-7501,1787 MADISON AVENUE,HARLEM-EAST,R9-CONDOPS,152,2003,109646,2470324,1111810,1358514,10756000,2017
1-01623-7501,1787 MADISON AVENUE,HARLEM-EAST,R9  -CONDOPS,152,2003,109646,2950574,1469256,1481318,11542000,2018
1-01623-7501,1787 MADISON AVENUE,HARLEM-EAST,R9  -CONDOPS,152,2003,109646,3769629,1837667,1931962,15690000,2019
1-01661-7501,227 EAST 111 STREET,HARLEM-EAST,R4-CONDOMINIUM,22,2003,25721,757483,189307,568176,4290000,2012
1-01661-7501,227 EAST 111 STREET,HARLEM-EAST,R4-ELEVATOR,22,2003,25721,750024,188021,562003,4279997,2013
1-01661-7501,227 EAST 111 STREET,HARLEM-EAST,R4-CONDOMINIUM,22,2003,25721,751825,141208,610617,4655998,2014
1-01661-7501,227 EAST 111 STREET,HARLEM-EAST,R4-CONDOMINIUM,22,2003,25721,799666,182362,617304,4865002,2015
1-01661-7501,227 EAST 111 STREET,HARLEM-EAST,R4-ELEVATOR,22,2003,25721,858824,175932,682892,5464003,2016
1-01661-7501,227 EAST 111 STREET,HARLEM-EAST,R4-ELEVATOR,22,2003,25721,940617,256181,684436,5475001,2017
1-01661-7501,227 EAST 111 STREET,HARLEM-EAST,R4  -ELEVATOR,22,2003,25721,931615,150725,780890,6250003,2018
1-01661-7501,227 EAST 111 STREET,HARLEM-EAST,R4  -ELEVATOR,22,2003,25721,953992,176960,777032,6311002,2019
1-01674-7501,333 EAST 102 STREET,HARLEM-EAST,R9-CONDOMINIUM,233,2003,315656,9600000,3050000,6550000,50404000,2012
1-01674-7501,333 EAST 102 STREET,HARLEM-EAST,R9-CONDOPS,233,2003,315656,9813745,3226004,6587741,50170000,2013
1-01674-7501,333 EAST 102 STREET,HARLEM-EAST,R9-CONDOMINIUM,233,2003,315656,10303012,3544817,6758195,51530000,2014
1-01674-7501,333 EAST 102 STREET,HARLEM-EAST,R9-CONDOPS,233,2003,315656,11224727,3986735,7237992,57918000,2016
1-01674-7501,333 EAST 102 STREET,HARLEM-EAST,R9-CONDOPS,233,2003,315656,10823844,2964010,7859834,62874000,2017
1-01674-7501,333 EAST 102 STREET,HARLEM-EAST,R9  -CONDOPS,233,2003,315656,11587732,3355423,8232309,65943000,2018
1-01674-7501,333 EAST 102 STREET,HARLEM-EAST,R9  -CONDOPS,233,2003,315656,11985458,3248100,8737358,70960000,2019
1-01745-7501,1825 MADISON AVENUE,HARLEM-CENTRAL,R9-CONDOMINIUM,92,2003,97592,1812283,833436,978847,6956000,2012
1-01901-7501,106 WEST 117 STREET,HARLEM-CENTRAL,R9-CONDOPS,30,2003,52916,1306496,550326,756170,6024000,2016
1-01901-7501,101 WEST 117 STREET,HARLEM-CENTRAL,R9-CONDOPS,23,2003,37719,1260192,451119,809073,6474000,2016
1-01901-7501,106 WEST 117 STREET,HARLEM-CENTRAL,R9  -CONDOPS,30,2003,52916,1435082,420153,1014929,7920000,2018
1-01901-7501,101 WEST 117 STREET,HARLEM-CENTRAL,R9  -CONDOPS,23,2003,37719,1217192,336453,880739,6993000,2018
1-01901-7501,106 WEST 117 STREET,HARLEM-CENTRAL,R9  -CONDOPS,30,2003,52916,1631929,447140,1184789,9624000,2019
1-01901-7501,101 WEST 117 STREET,HARLEM-CENTRAL,R9  -CONDOPS,23,2003,37719,1647189,609162,1038027,8430000,2019
